RowNumber,Exited,P_hat
5161,0,0.081583334
5162,0,0.201553479
5163,0,0.115745284
5164,0,0.059049422
5165,0,0.04480522
5166,0,0.125719608
5167,0,0.137664785
5168,1,0.024783006
5169,0,0.045583236
5170,0,0.214431581
5171,0,0.046876794
5172,0,0.060710536
5173,0,0.139513272
5174,0,0.126804924
5175,0,0.093019056
5176,0,0.150445635
5177,0,0.041975685
5178,1,0.061466915
5179,0,0.109202751
5180,0,0.098165471
5181,0,0.099235597
5182,0,0.247721552
5183,1,0.078731766
5184,0,0.052067794
5185,0,0.14922692
5186,1,0.449329256
5187,0,0.08692236
5188,1,0.049045824
5189,0,0.073854332
5190,0,0.197178618
5191,0,0.112799774
5192,0,0.306019245
5193,0,0.083739291
5194,0,0.067788515
5195,0,0.088428386
5196,0,0.070149778
5197,0,0.038961023
5198,0,0.459392691
5199,0,0.234176691
5200,0,0.100689137
5201,0,0.389672471
5202,0,0.18866211
5203,1,0.216284505
5204,0,0.088509933
5205,0,0.070682053
5206,0,0.095544507
5207,0,0.218719499
5208,0,0.175372038
5209,0,0.07394219
5210,0,0.091017565
5211,0,0.155807037
5212,0,0.044879453
5213,1,0.363180059
5214,0,0.07966471
5215,1,0.509779185
5216,1,0.022400627
5217,0,0.111519925
5218,0,0.036522447
5219,0,0.055787556
5220,0,0.222193697
5221,1,0.281924998
5222,0,0.127134451
5223,0,0.118181008
5224,0,0.615828586
5225,0,0.186489466
5226,0,0.287131739
5227,0,0.096042446
5228,0,0.049629421
5229,0,0.036083809
5230,0,0.038492738
5231,0,0.14846736
5232,1,0.150056385
5233,1,0.355399451
5234,1,0.385984692
5235,1,0.34989295
5236,1,0.382401435
5237,0,0.075826015
5238,0,0.034285812
5239,0,0.117959017
5240,0,0.430951312
5241,0,0.140656704
5242,0,0.178431368
5243,1,0.267817321
5244,1,0.404542493
5245,0,0.069971289
5246,0,0.046862886
5247,0,0.086621592
5248,0,0.213608408
5249,0,0.083288054
5250,1,0.073859394
5251,0,0.092736973
5252,0,0.055097225
5253,0,0.117658984
5254,0,0.099826193
5255,0,0.067392299
5256,1,0.688764588
5257,1,0.467402822
5258,0,0.12435306
5259,0,0.077265207
5260,0,0.202254329
5261,0,0.178612542
5262,0,0.133003425
5263,0,0.042579502
5264,0,0.354417482
5265,1,0.284420353
5266,0,0.111895036
5267,0,0.04150727
5268,0,0.064692941
5269,0,0.072393829
5270,1,0.271435842
5271,0,0.098359279
5272,1,0.356534418
5273,1,0.220677959
5274,0,0.138743051
5275,0,0.178689957
5276,0,0.100821959
5277,0,0.040236568
5278,0,0.104261568
5279,1,0.268371918
5280,0,0.13512991
5281,1,0.313150189
5282,0,0.08614974
5283,0,0.117664598
5284,0,0.092428358
5285,0,0.302399809
5286,1,0.347767506
5287,0,0.348517762
5288,0,0.221073405
5289,0,0.03157606
5290,0,0.014832158
5291,1,0.73093281
5292,0,0.087081506
5293,0,0.10530679
5294,0,0.096283075
5295,0,0.105639294
5296,0,0.302725748
5297,1,0.175542924
5298,1,0.271106541
5299,0,0.154167807
5300,0,0.637821614
5301,0,0.080093134
5302,0,0.147500951
5303,0,0.075121932
5304,0,0.019212543
5305,0,0.34493404
5306,0,0.067324058
5307,1,0.258089249
5308,1,0.403161377
5309,0,0.231745065
5310,0,0.260276814
5311,1,0.396122715
5312,0,0.240206573
5313,0,0.332701917
5314,0,0.579951916
5315,1,0.381172072
5316,0,0.065454388
5317,0,0.218340482
5318,0,0.189467005
5319,0,0.129271979
5320,0,0.163682296
5321,0,0.189032704
5322,0,0.088106462
5323,0,0.08760773
5324,0,0.052404427
5325,0,0.087716323
5326,1,0.191862604
5327,1,0.279649423
5328,0,0.201263397
5329,0,0.193814169
5330,0,0.065034645
5331,0,0.028332478
5332,1,0.623202414
5333,0,0.175063734
5334,0,0.146180807
5335,0,0.052220479
5336,0,0.229047284
5337,1,0.347284615
5338,1,0.460336417
5339,1,0.367573174
5340,1,0.535095437
5341,0,0.195447661
5342,0,0.517659774
5343,0,0.245991328
5344,0,0.215918793
5345,0,0.052314221
5346,0,0.093505815
5347,0,0.138813993
5348,1,0.038706291
5349,1,0.415710029
5350,0,0.093708614
5351,1,0.34839757
5352,0,0.195663969
5353,0,0.030309511
5354,1,0.165078605
5355,0,0.044571629
5356,0,0.191674598
5357,1,0.237866671
5358,0,0.101793102
5359,0,0.138920537
5360,1,0.195960122
5361,0,0.104736503
5362,0,0.214014958
5363,0,0.200344665
5364,1,0.140217882
5365,0,0.09443936
5366,0,0.060633614
5367,0,0.239562106
5368,0,0.066726531
5369,1,0.72102479
5370,1,0.402982642
5371,1,0.059801051
5372,1,0.144293081
5373,0,0.0910328
5374,0,0.026142286
5375,0,0.042341386
5376,0,0.072547408
5377,0,0.072061265
5378,0,0.490738567
5379,0,0.185276206
5380,0,0.038406651
5381,0,0.112978608
5382,0,0.078220383
5383,0,0.131664291
5384,0,0.02664067
5385,0,0.0772892
5386,1,0.183492635
5387,1,0.262848532
5388,0,0.042513865
5389,1,0.646841223
5390,0,0.137430685
5391,1,0.194359448
5392,0,0.139599717
5393,1,0.192227098
5394,0,0.039461939
5395,0,0.192951284
5396,0,0.274255095
5397,0,0.090371388
5398,0,0.286396381
5399,1,0.19795603
5400,0,0.056457083
5401,0,0.122500023
5402,0,0.216194541
5403,0,0.115404737
5404,0,0.025521009
5405,0,0.071579639
5406,0,0.672116181
5407,0,0.459644986
5408,0,0.073143871
5409,0,0.299648114
5410,0,0.027970595
5411,0,0.116550327
5412,0,0.228974563
5413,1,0.449791073
5414,0,0.254929381
5415,0,0.33975859
5416,0,0.059236127
5417,0,0.109307126
5418,0,0.036751557
5419,0,0.134230968
5420,1,0.330477544
5421,0,0.034514506
5422,0,0.222527503
5423,0,0.084401843
5424,0,0.036735535
5425,1,0.439897698
5426,0,0.538364721
5427,0,0.212422062
5428,0,0.128493951
5429,0,0.196726106
5430,0,0.340769973
5431,0,0.08127254
5432,0,0.129085014
5433,0,0.144030477
5434,0,0.199702122
5435,0,0.13883435
5436,0,0.170312658
5437,0,0.154701156
5438,0,0.092628281
5439,0,0.148376096
5440,0,0.804734744
5441,1,0.432212286
5442,0,0.112140942
5443,1,0.542179763
5444,0,0.03947354
5445,0,0.048477968
5446,0,0.085316388
5447,0,0.092835061
5448,0,0.270428046
5449,1,0.320853437
5450,0,0.154965645
5451,0,0.087688444
5452,0,0.240812426
5453,1,0.415601633
5454,0,0.090718859
5455,0,0.150773063
5456,1,0.54977224
5457,0,0.24631031
5458,0,0.462953704
5459,0,0.171362102
5460,0,0.193231851
5461,0,0.164352487
5462,0,0.131232992
5463,0,0.171279639
5464,0,0.189402872
5465,0,0.119823647
5466,0,0.485903271
5467,0,0.093015102
5468,0,0.061285595
5469,0,0.084157356
5470,0,0.04195471
5471,0,0.030816904
5472,1,0.429777085
5473,0,0.213500657
5474,0,0.219598828
5475,0,0.156055822
5476,0,0.194496984
5477,1,0.286071279
5478,0,0.06286957
5479,0,0.187575779
5480,0,0.175595917
5481,0,0.343705775
5482,1,0.340782337
5483,0,0.231619969
5484,0,0.117109377
5485,1,0.455983798
5486,0,0.053772808
5487,0,0.093423633
5488,0,0.039230498
5489,0,0.113881972
5490,0,0.049683819
5491,0,0.632190806
5492,1,0.194843477
5493,0,0.05839393
5494,0,0.079282915
5495,1,0.491228087
5496,0,0.099297143
5497,0,0.115632586
5498,0,0.237797089
5499,0,0.17576507
5500,0,0.091573496
5501,0,0.127099095
5502,0,0.193609857
5503,0,0.146344239
5504,0,0.026022471
5505,0,0.12034708
5506,0,0.218832091
5507,0,0.05876197
5508,1,0.334286623
5509,0,0.576179179
5510,0,0.095279947
5511,1,0.646194861
5512,0,0.261359999
5513,0,0.075986703
5514,0,0.054223504
5515,1,0.623284035
5516,0,0.129474412
5517,0,0.075985657
5518,0,0.104720152
5519,0,0.143298505
5520,1,0.268325734
5521,0,0.438075592
5522,0,0.178739778
5523,0,0.23228432
5524,0,0.043611603
5525,0,0.292763028
5526,0,0.154275072
5527,0,0.295459317
5528,0,0.077823367
5529,0,0.033822041
5530,0,0.133331419
5531,0,0.057881262
5532,0,0.197587631
5533,0,0.031997074
5534,0,0.223134656
5535,0,0.04246148
5536,1,0.309165609
5537,0,0.084264487
5538,0,0.270885749
5539,0,0.253244128
5540,0,0.217824772
5541,1,0.260700793
5542,0,0.185135037
5543,1,0.105006383
5544,0,0.076129185
5545,0,0.184141608
5546,0,0.263989501
5547,0,0.079364652
5548,1,0.187662207
5549,0,0.135563531
5550,0,0.092931322
5551,0,0.169515216
5552,0,0.239417491
5553,0,0.16874646
5554,0,0.089138538
5555,0,0.055413856
5556,0,0.088849346
5557,0,0.205840108
5558,0,0.219916524
5559,1,0.117347295
5560,1,0.279517225
5561,0,0.129114554
5562,1,0.261140642
5563,0,0.096022502
5564,0,0.307053821
5565,0,0.204773569
5566,0,0.121647898
5567,0,0.196704056
5568,0,0.073485826
5569,0,0.067190096
5570,0,0.122871493
5571,1,0.273864801
5572,1,0.256293038
5573,0,0.043535192
5574,0,0.076759242
5575,0,0.074574278
5576,0,0.060275531
5577,1,0.797009668
5578,0,0.370294309
5579,0,0.380796004
5580,0,0.043347318
5581,0,0.085454727
5582,0,0.326670341
5583,0,0.160472012
5584,0,0.047632821
5585,0,0.135024224
5586,0,0.162607574
5587,0,0.090069192
5588,0,0.077847039
5589,0,0.095312947
5590,1,0.419762087
5591,0,0.131183425
5592,0,0.14370252
5593,0,0.038934297
5594,1,0.288559585
5595,0,0.060839181
5596,0,0.040715044
5597,1,0.036393536
5598,0,0.15394934
5599,0,0.538730482
5600,1,0.426431957
5601,0,0.058886738
5602,0,0.367243179
5603,0,0.243489561
5604,0,0.155970798
5605,0,0.380102823
5606,0,0.267215824
5607,1,0.718621037
5608,0,0.3388323
5609,0,0.068717196
5610,0,0.22293036
5611,0,0.107587355
5612,0,0.406028269
5613,0,0.076952003
5614,0,0.21045425
5615,0,0.154112011
5616,0,0.181242818
5617,0,0.020544853
5618,1,0.266060353
5619,0,0.050980635
5620,0,0.055176627
5621,0,0.089579105
5622,0,0.30436703
5623,0,0.180069419
5624,0,0.068012615
5625,0,0.34441753
5626,0,0.426676202
5627,0,0.09191258
5628,0,0.041983667
5629,0,0.295707886
5630,0,0.074339608
5631,0,0.247853464
5632,0,0.0889707
5633,1,0.271120842
5634,0,0.065736887
5635,0,0.204954691
5636,0,0.06632857
5637,0,0.038326464
5638,0,0.045555062
5639,0,0.1949543
5640,0,0.310322272
5641,1,0.250782967
5642,0,0.389843709
5643,0,0.251001192
5644,1,0.079287954
5645,0,0.104499813
5646,1,0.347915057
5647,1,0.41629179
5648,0,0.020326709
5649,0,0.066254837
5650,0,0.026826799
5651,0,0.412309318
5652,0,0.650937854
5653,0,0.111239488
5654,0,0.527039329
5655,0,0.15732119
5656,1,0.346491351
5657,0,0.099342087
5658,0,0.052343619
5659,1,0.157655592
5660,1,0.474260826
5661,0,0.417355158
5662,0,0.110583426
5663,0,0.088583595
5664,0,0.194599303
5665,1,0.479039645
5666,0,0.132747075
5667,1,0.286437433
5668,0,0.059415766
5669,1,0.069580608
5670,0,0.097312423
5671,0,0.096207235
5672,0,0.513858268
5673,0,0.076367497
5674,0,0.143331451
5675,0,0.071775202
5676,0,0.052858883
5677,0,0.033459469
5678,0,0.236660814
5679,0,0.093377412
5680,0,0.338280223
5681,1,0.309961803
5682,0,0.145243506
5683,0,0.071961081
5684,1,0.704026316
5685,0,0.134049087
5686,1,0.208536609
5687,1,0.404696872
5688,0,0.215391995
5689,0,0.147969892
5690,0,0.245789883
5691,0,0.23231916
5692,0,0.260858762
5693,0,0.132593931
5694,0,0.083472919
5695,0,0.077017004
5696,0,0.106355585
5697,0,0.061394153
5698,0,0.150445177
5699,0,0.353219252
5700,0,0.060482774
5701,1,0.060717917
5702,1,0.666891659
5703,0,0.119941468
5704,0,0.359679742
5705,1,0.572409439
5706,0,0.15912393
5707,0,0.209674171
5708,0,0.017838838
5709,0,0.313879806
5710,0,0.227083437
5711,0,0.132185864
5712,0,0.107606962
5713,1,0.277609277
5714,0,0.092389771
5715,0,0.08700297
5716,0,0.026264047
5717,0,0.139336736
5718,0,0.115341806
5719,0,0.192146172
5720,0,0.101849222
5721,0,0.137550503
5722,1,0.500051
5723,0,0.105310322
5724,0,0.034839362
5725,0,0.087592838
5726,0,0.2511705
5727,0,0.408134537
5728,1,0.346426041
5729,0,0.055650409
5730,0,0.109232832
5731,0,0.048709599
5732,1,0.116740934
5733,0,0.0593957
5734,1,0.100131027
5735,0,0.186788604
5736,0,0.128626075
5737,0,0.091950879
5738,0,0.181946518
5739,0,0.187856449
5740,0,0.073675588
5741,0,0.386355378
5742,0,0.090873137
5743,1,0.223625625
5744,0,0.20929965
5745,0,0.167673357
5746,0,0.034704717
5747,0,0.130585849
5748,0,0.059620113
5749,0,0.393327914
5750,0,0.102890017
5751,1,0.258354166
5752,0,0.086715626
5753,0,0.069705273
5754,0,0.230549584
5755,0,0.286516336
5756,0,0.149906329
5757,0,0.069594181
5758,0,0.047264005
5759,1,0.546803844
5760,0,0.187907665
5761,0,0.078892429
5762,0,0.050875609
5763,0,0.150099494
5764,0,0.051632706
5765,0,0.09862115
5766,0,0.045591465
5767,0,0.092813745
5768,0,0.325431033
5769,0,0.069381385
5770,0,0.146971764
5771,0,0.37525565
5772,0,0.120977322
5773,0,0.155480718
5774,0,0.269668436
5775,0,0.223531222
5776,0,0.468768922
5777,1,0.482657555
5778,0,0.383687363
5779,0,0.21160255
5780,1,0.088187175
5781,0,0.528008882
5782,0,0.304745626
5783,0,0.055589214
5784,0,0.365364776
5785,0,0.028498422
5786,0,0.094264693
5787,0,0.158073728
5788,0,0.15746902
5789,1,0.251723189
5790,1,0.753786015
5791,0,0.070432273
5792,1,0.221518561
5793,0,0.153764606
5794,0,0.130915466
5795,0,0.172510913
5796,0,0.133012443
5797,0,0.139483587
5798,0,0.114568572
5799,0,0.214158104
5800,1,0.147216374
5801,0,0.042936126
5802,1,0.208515057
5803,0,0.113524148
5804,0,0.150784408
5805,1,0.390336589
5806,0,0.138257143
5807,0,0.14099153
5808,0,0.192981259
5809,1,0.551829578
5810,0,0.032434415
5811,0,0.274961225
5812,0,0.130353334
5813,0,0.085383821
5814,0,0.087179803
5815,0,0.254058267
5816,0,0.233661089
5817,0,0.119046553
5818,0,0.612728868
5819,0,0.170394888
5820,0,0.031546189
5821,0,0.314925246
5822,1,0.591873788
5823,0,0.117890079
5824,1,0.670632883
5825,1,0.042986805
5826,1,0.439972251
5827,0,0.142677572
5828,0,0.03845456
5829,0,0.169638645
5830,0,0.13628863
5831,0,0.128667245
5832,1,0.057425354
5833,0,0.031999033
5834,1,0.642318414
5835,1,0.087497428
5836,0,0.07359826
5837,0,0.116324032
5838,0,0.219635496
5839,1,0.387049465
5840,0,0.17253546
5841,0,0.377747965
5842,1,0.40302746
5843,0,0.118873132
5844,0,0.020886265
5845,0,0.026088576
5846,0,0.108888367
5847,0,0.086668729
5848,1,0.348913145
5849,0,0.100477501
5850,0,0.313731105
5851,0,0.084964619
5852,0,0.038525952
5853,0,0.027469341
5854,1,0.333040491
5855,0,0.070083661
5856,1,0.337413691
5857,0,0.091861457
5858,1,0.518936789
5859,1,0.185038038
5860,0,0.051163387
5861,0,0.288337548
5862,0,0.157082635
5863,0,0.057542601
5864,0,0.212462745
5865,0,0.131721553
5866,0,0.156434251
5867,1,0.254933661
5868,0,0.489746621
5869,0,0.090972745
5870,0,0.104725732
5871,0,0.269616868
5872,1,0.25518115
5873,0,0.014660186
5874,1,0.24579716
5875,0,0.014306957
5876,0,0.087556274
5877,0,0.208744166
5878,0,0.067311156
5879,0,0.125904608
5880,0,0.082267472
5881,0,0.040510981
5882,0,0.042873412
5883,1,0.20265496
5884,0,0.138208406
5885,0,0.13614249
5886,0,0.065558562
5887,0,0.171299761
5888,1,0.392791582
5889,1,0.348650621
5890,0,0.069389146
5891,0,0.216922565
5892,0,0.170164719
5893,0,0.306799934
5894,0,0.217730028
5895,0,0.209894622
5896,0,0.284842278
5897,0,0.119900028
5898,0,0.07255574
5899,0,0.155663268
5900,0,0.111332107
5901,0,0.102827871
5902,0,0.202925391
5903,0,0.14091839
5904,1,0.073104123
5905,1,0.381731859
5906,0,0.13937447
5907,0,0.126817519
5908,0,0.378521604
5909,1,0.388364964
5910,0,0.056483732
5911,0,0.104988186
5912,0,0.033836564
5913,0,0.286318411
5914,0,0.074340362
5915,0,0.060703679
5916,1,0.281069614
5917,0,0.231244688
5918,0,0.154555763
5919,0,0.084063726
5920,0,0.248834087
5921,0,0.041921083
5922,0,0.159544296
5923,1,0.365988074
5924,1,0.344530537
5925,0,0.120400941
5926,0,0.226141081
5927,1,0.440809764
5928,1,0.575999059
5929,0,0.20462395
5930,0,0.033156462
5931,0,0.042743514
5932,1,0.601215442
5933,0,0.232607182
5934,1,0.244974634
5935,0,0.135412053
5936,0,0.140244025
5937,1,0.040513361
5938,0,0.124550993
5939,0,0.065506807
5940,0,0.077334469
5941,1,0.087779835
5942,0,0.221124671
5943,1,0.643267188
5944,0,0.231104429
5945,0,0.198491476
5946,0,0.093104039
5947,0,0.089583
5948,0,0.18473707
5949,0,0.433551301
5950,1,0.29057387
5951,1,0.706148615
5952,0,0.057472035
5953,1,0.028378418
5954,0,0.156045254
5955,0,0.051777996
5956,1,0.117412416
5957,0,0.444808494
5958,0,0.735298474
5959,0,0.15416299
5960,0,0.144963724
5961,1,0.33889296
5962,0,0.042125333
5963,1,0.211006463
5964,0,0.224226029
5965,0,0.166644487
5966,0,0.065818463
5967,0,0.301018689
5968,0,0.164965789
5969,0,0.044304983
5970,0,0.046459316
5971,0,0.189435794
5972,0,0.115368282
5973,1,0.533678422
5974,0,0.071086211
5975,0,0.107319458
5976,0,0.076476534
5977,1,0.224231178
5978,0,0.132723169
5979,0,0.242292012
5980,0,0.126516851
5981,0,0.140479034
5982,0,0.419902618
5983,0,0.132209974
5984,0,0.276458367
5985,0,0.248371696
5986,0,0.050262183
5987,1,0.194562009
5988,0,0.246956862
5989,0,0.037656724
5990,1,0.527047342
5991,0,0.07554883
5992,0,0.072261657
5993,0,0.080545662
5994,0,0.206330534
5995,0,0.110693999
5996,0,0.279801801
5997,0,0.481850991
5998,0,0.024268694
5999,0,0.075655939
6000,0,0.184677822
6001,1,0.09139332
6002,1,0.129697046
6003,0,0.267595313
6004,0,0.019017565
6005,0,0.030217941
6006,0,0.029884482
6007,0,0.14679188
6008,0,0.036583727
6009,0,0.029171235
6010,0,0.10539194
6011,0,0.133561766
6012,1,0.364698325
6013,0,0.096865177
6014,0,0.147706658
6015,1,0.337093277
6016,0,0.285596779
6017,0,0.282276455
6018,0,0.263645297
6019,0,0.026513727
6020,0,0.060562328
6021,0,0.264280858
6022,0,0.181632891
6023,1,0.179836017
6024,1,0.087072122
6025,0,0.086642455
6026,0,0.438466809
6027,0,0.226514995
6028,0,0.182433628
6029,1,0.235322334
6030,1,0.161683719
6031,0,0.15326083
6032,0,0.235435869
6033,0,0.142394389
6034,0,0.249331743
6035,0,0.164717072
6036,0,0.150080971
6037,0,0.058677993
6038,0,0.031902279
6039,0,0.115772433
6040,0,0.022496304
6041,0,0.094062131
6042,0,0.199699561
6043,0,0.069167297
6044,0,0.085483295
6045,0,0.091299653
6046,0,0.22285957
6047,0,0.625824545
6048,0,0.058589155
6049,0,0.191902073
6050,0,0.178979036
6051,0,0.261982268
6052,0,0.297786179
6053,0,0.609874392
6054,0,0.184350398
6055,1,0.172351284
6056,0,0.095118172
6057,0,0.018422517
6058,0,0.045274917
6059,1,0.637196709
6060,0,0.075415083
6061,1,0.177951797
6062,1,0.513728498
6063,0,0.030324166
6064,0,0.042841841
6065,0,0.048139997
6066,1,0.20636932
6067,0,0.254092711
6068,0,0.170675541
6069,0,0.147800842
6070,0,0.186105813
6071,0,0.059432877
6072,0,0.39473013
6073,0,0.077583465
6074,0,0.206893004
6075,0,0.118271074
6076,0,0.252606296
6077,0,0.130074471
6078,0,0.457977626
6079,0,0.158192731
6080,0,0.091861507
6081,1,0.287848169
6082,1,0.190899454
6083,0,0.348926983
6084,1,0.169113535
6085,0,0.150708122
6086,1,0.482898467
6087,0,0.073315107
6088,1,0.156245776
6089,0,0.124174045
6090,0,0.022559404
6091,0,0.022569756
6092,0,0.157474854
6093,0,0.197142928
6094,0,0.129213041
6095,0,0.192057841
6096,0,0.071443223
6097,0,0.396726741
6098,1,0.231554604
6099,0,0.552065786
6100,1,0.591665483
6101,0,0.105524919
6102,1,0.031803812
6103,0,0.071449928
6104,0,0.023092624
6105,1,0.520687873
6106,0,0.237084035
6107,0,0.068722408
6108,0,0.266871366
6109,0,0.094481272
6110,1,0.117830624
6111,0,0.030201618
6112,0,0.072024112
6113,0,0.295478542
6114,0,0.047571163
6115,1,0.292844428
6116,0,0.06199349
6117,0,0.538386408
6118,0,0.117142391
6119,0,0.483503109
6120,0,0.041993535
6121,0,0.058919688
6122,0,0.231396832
6123,1,0.283671125
6124,0,0.065183665
6125,0,0.033366545
6126,0,0.190770661
6127,0,0.048102515
6128,0,0.151580334
6129,0,0.039013232
6130,0,0.199209552
6131,0,0.404620892
6132,1,0.179464596
6133,0,0.220077712
6134,0,0.356171543
6135,0,0.031247849
6136,0,0.069144046
6137,0,0.081337297
6138,1,0.434597462
6139,1,0.331505787
6140,0,0.199218328
6141,0,0.207421963
6142,0,0.021112051
6143,0,0.207443306
6144,0,0.194983542
6145,0,0.426428891
6146,0,0.079708371
6147,0,0.079539758
6148,0,0.223479371
6149,0,0.180202359
6150,0,0.03778471
6151,1,0.317040481
6152,0,0.163996327
6153,0,0.430130584
6154,0,0.046487391
6155,0,0.236379667
6156,0,0.0579038
6157,0,0.08565536
6158,0,0.082129555
6159,0,0.134879906
6160,1,0.10420784
6161,0,0.076383308
6162,0,0.134760832
6163,0,0.054300701
6164,0,0.293304279
6165,0,0.390299331
6166,1,0.090084122
6167,0,0.34739947
6168,0,0.540744452
6169,0,0.054296211
6170,0,0.082467108
6171,0,0.210001684
6172,0,0.317253612
6173,1,0.165450333
6174,0,0.552880472
6175,0,0.074063575
6176,0,0.034587625
6177,0,0.208444482
6178,1,0.318012433
6179,0,0.446523593
6180,0,0.190967966
6181,0,0.050000948
6182,0,0.188526653
6183,0,0.181079667
6184,0,0.431162676
6185,1,0.301688523
6186,0,0.126696127
6187,1,0.052570465
6188,0,0.066522491
6189,1,0.313312582
6190,0,0.333210153
6191,0,0.178428872
6192,0,0.024992643
6193,0,0.188245058
6194,0,0.277164719
6195,0,0.362522104
6196,0,0.106134473
6197,0,0.039803585
6198,1,0.754733829
6199,0,0.107539921
6200,0,0.166821218
6201,0,0.314939231
6202,0,0.153009118
6203,0,0.146012543
6204,0,0.388932753
6205,0,0.168497171
6206,1,0.192738039
6207,0,0.116051864
6208,0,0.137997371
6209,0,0.033935613
6210,1,0.3003363
6211,0,0.08924554
6212,0,0.518217452
6213,0,0.338168091
6214,0,0.122828071
6215,0,0.120974495
6216,0,0.098258521
6217,0,0.282529432
6218,0,0.031507174
6219,0,0.165982748
6220,0,0.195431455
6221,0,0.112775816
6222,1,0.40430386
6223,0,0.033875009
6224,0,0.052942675
6225,0,0.04759563
6226,0,0.227062059
6227,1,0.19127754
6228,0,0.101556649
6229,0,0.187088488
6230,0,0.116341678
6231,0,0.381562562
6232,1,0.280281842
6233,1,0.627828571
6234,0,0.052991433
6235,0,0.133070168
6236,0,0.045242166
6237,0,0.210409681
6238,0,0.044857322
6239,0,0.039246818
6240,0,0.139305621
6241,0,0.110994284
6242,0,0.15511437
6243,0,0.307538402
6244,0,0.261603637
6245,0,0.066703213
6246,0,0.142467187
6247,1,0.090259114
6248,0,0.330217609
6249,0,0.243490483
6250,0,0.362568531
6251,0,0.237702841
6252,0,0.264457415
6253,0,0.243094527
6254,1,0.207860622
6255,0,0.348998651
6256,1,0.613411864
6257,1,0.075519618
6258,0,0.277580616
6259,0,0.157391156
6260,0,0.113725485
6261,0,0.070026103
6262,0,0.2329812
6263,1,0.11793749
6264,0,0.055299302
6265,0,0.396151638
6266,0,0.110731584
6267,0,0.231040074
6268,1,0.489464782
6269,0,0.183071871
6270,0,0.076422277
6271,0,0.053327883
6272,1,0.147250339
6273,1,0.171468612
6274,1,0.097277196
6275,1,0.612919085
6276,0,0.055712312
6277,1,0.744328689
6278,0,0.17352049
6279,0,0.531355199
6280,1,0.481563652
6281,0,0.076151595
6282,0,0.076741824
6283,0,0.017793273
6284,0,0.170424339
6285,1,0.105341702
6286,0,0.167732414
6287,0,0.236884046
6288,0,0.051227767
6289,0,0.208475757
6290,1,0.605436391
6291,0,0.060040219
6292,0,0.054681427
6293,0,0.104000673
6294,0,0.066346163
6295,0,0.394198716
6296,1,0.48505095
6297,0,0.04257256
6298,0,0.172059725
6299,1,0.215480465
6300,0,0.081582502
6301,0,0.155993466
6302,0,0.566698892
6303,0,0.071339251
6304,1,0.642487089
6305,0,0.086286
6306,0,0.146449938
6307,0,0.030907579
6308,0,0.070487741
6309,1,0.576100855
6310,0,0.018330148
6311,0,0.238683768
6312,0,0.024162272
6313,0,0.283316779
6314,0,0.10654516
6315,1,0.122481156
6316,1,0.666449502
6317,0,0.06162723
6318,0,0.045593276
6319,1,0.754740445
6320,0,0.071725851
6321,0,0.052099923
6322,0,0.152297543
6323,0,0.111706769
6324,0,0.156519949
6325,1,0.042724995
6326,1,0.429877857
6327,0,0.130060674
6328,0,0.101298273
6329,0,0.310354757
6330,0,0.115952383
6331,0,0.223618422
6332,0,0.11964922
6333,0,0.104063135
6334,0,0.056183014
6335,0,0.068221397
6336,0,0.199247485
6337,0,0.434227664
6338,0,0.168720947
6339,0,0.35413052
6340,0,0.123909149
6341,0,0.041078195
6342,0,0.247999028
6343,0,0.269503039
6344,1,0.499184216
6345,0,0.14867482
6346,0,0.167237517
6347,1,0.323045676
6348,0,0.110260271
6349,0,0.109385721
6350,0,0.035154166
6351,0,0.279346274
6352,0,0.115572094
6353,0,0.120817456
6354,0,0.061691494
6355,1,0.097970085
6356,0,0.23867888
6357,0,0.066996092
6358,0,0.587154589
6359,0,0.151523199
6360,1,0.530546695
6361,0,0.176734653
6362,0,0.116706316
6363,0,0.036981896
6364,0,0.321531326
6365,0,0.10279211
6366,1,0.420888389
6367,0,0.671715
6368,0,0.2676344
6369,1,0.420053105
6370,0,0.21708679
6371,0,0.037710616
6372,0,0.039400271
6373,0,0.433051556
6374,0,0.321877367
6375,0,0.058809789
6376,1,0.676125461
6377,1,0.294547777
6378,1,0.097977755
6379,1,0.056991757
6380,0,0.174720179
6381,1,0.312499223
6382,0,0.049135563
6383,0,0.048514652
6384,0,0.177977955
6385,0,0.053782631
6386,0,0.160165399
6387,1,0.093154375
6388,0,0.280729536
6389,1,0.434334762
6390,0,0.070831689
6391,0,0.200017556
6392,0,0.281493776
6393,0,0.160096951
6394,0,0.261457417
6395,0,0.409820883
6396,0,0.410877831
6397,0,0.300111983
6398,0,0.088063514
6399,0,0.089099648
6400,1,0.261739485
6401,0,0.126546168
6402,0,0.316959754
6403,0,0.066464849
6404,1,0.361549993
6405,1,0.40359114
6406,0,0.099127777
6407,0,0.14433566
6408,1,0.1993078
6409,0,0.247139864
6410,0,0.054274429
6411,0,0.364643775
6412,0,0.203814343
6413,1,0.475171729
6414,0,0.035164129
6415,0,0.113854487
6416,0,0.245611912
6417,0,0.085099664
6418,0,0.042347567
6419,0,0.095341707
6420,0,0.183464984
6421,0,0.367337063
6422,0,0.026101551
6423,0,0.121880498
6424,0,0.22331947
6425,1,0.173751414
6426,0,0.19748175
6427,0,0.270520911
6428,0,0.12459833
6429,1,0.487365822
6430,0,0.066352286
6431,0,0.325799672
